Entity,Code,Year,Population - Sex: female - Age: all - Variant: estimates
North Korea,PRK,2017,13111601
North Korea,PRK,2018,13159962
North Korea,PRK,2019,13206826
North Korea,PRK,2020,13250759
North Korea,PRK,2021,13289965
North Korea,PRK,2022,13326406
North Korea,PRK,2023,13360203
North Macedonia,MKD,1950,641978
North Macedonia,MKD,1951,652154
North Macedonia,MKD,1952,662843
North Macedonia,MKD,1953,674216
North Macedonia,MKD,1954,684235
North Macedonia,MKD,1955,692814
North Macedonia,MKD,1956,701194
North Macedonia,MKD,1957,709157
North Macedonia,MKD,1958,717370
North Macedonia,MKD,1959,726647
North Macedonia,MKD,1960,736346
North Macedonia,MKD,1961,746734
North Macedonia,MKD,1962,755711
North Macedonia,MKD,1963,764901
North Macedonia,MKD,1964,776111
North Macedonia,MKD,1965,787533
North Macedonia,MKD,1966,799482
North Macedonia,MKD,1967,811846
North Macedonia,MKD,1968,824637
North Macedonia,MKD,1969,837689
North Macedonia,MKD,1970,850896
North Macedonia,MKD,1971,863885
North Macedonia,MKD,1972,876633
North Macedonia,MKD,1973,889614
North Macedonia,MKD,1974,902823
North Macedonia,MKD,1975,916228
North Macedonia,MKD,1976,929800
North Macedonia,MKD,1977,943093
North Macedonia,MKD,1978,956009
North Macedonia,MKD,1979,968932
North Macedonia,MKD,1980,981793
North Macedonia,MKD,1981,994419
North Macedonia,MKD,1982,1004857
North Macedonia,MKD,1983,1012778
North Macedonia,MKD,1984,1020201
North Macedonia,MKD,1985,1027431
North Macedonia,MKD,1986,1034322
North Macedonia,MKD,1987,1041115
North Macedonia,MKD,1988,1047979
North Macedonia,MKD,1989,1054430
North Macedonia,MKD,1990,1060152
North Macedonia,MKD,1991,1056429
North Macedonia,MKD,1992,1043134
North Macedonia,MKD,1993,1029052
North Macedonia,MKD,1994,1022930
North Macedonia,MKD,1995,1027483
North Macedonia,MKD,1996,1034532
North Macedonia,MKD,1997,1040920
North Macedonia,MKD,1998,1046585
North Macedonia,MKD,1999,1050629
North Macedonia,MKD,2000,1052973
North Macedonia,MKD,2001,1055378
North Macedonia,MKD,2002,1058401
North Macedonia,MKD,2003,1061668
North Macedonia,MKD,2004,1063972
North Macedonia,MKD,2005,1065284
North Macedonia,MKD,2006,1064715
North Macedonia,MKD,2007,1060756
North Macedonia,MKD,2008,1054790
North Macedonia,MKD,2009,1049303
North Macedonia,MKD,2010,1044420
North Macedonia,MKD,2011,1038544
North Macedonia,MKD,2012,1031563
North Macedonia,MKD,2013,1024178
North Macedonia,MKD,2014,1016708
North Macedonia,MKD,2015,1008811
North Macedonia,MKD,2016,1000218
North Macedonia,MKD,2017,991095
North Macedonia,MKD,2018,981653
North Macedonia,MKD,2019,971736
North Macedonia,MKD,2020,960269
North Macedonia,MKD,2021,950592
North Macedonia,MKD,2022,945220
North Macedonia,MKD,2023,940919
Norway,NOR,1950,1647263
Norway,NOR,1951,1661310
Norway,NOR,1952,1675624
Norway,NOR,1953,1690842
Norway,NOR,1954,1706429
Norway,NOR,1955,1722602
Norway,NOR,1956,1738220
Norway,NOR,1957,1753136
Norway,NOR,1958,1768242
Norway,NOR,1959,1782804
Norway,NOR,1960,1796828
Norway,NOR,1961,1811137
Norway,NOR,1962,1825837
Norway,NOR,1963,1839807
Norway,NOR,1964,1853731
Norway,NOR,1965,1868246
Norway,NOR,1966,1883764
Norway,NOR,1967,1900045
Norway,NOR,1968,1916389
Norway,NOR,1969,1932613
Norway,NOR,1970,1947432
Norway,NOR,1971,1961651
Norway,NOR,1972,1977129
Norway,NOR,1973,1991741
Norway,NOR,1974,2004815
Norway,NOR,1975,2016713
Norway,NOR,1976,2027131
Norway,NOR,1977,2036666
Norway,NOR,1978,2045493
Norway,NOR,1979,2053370
Norway,NOR,1980,2060870
Norway,NOR,1981,2069104
Norway,NOR,1982,2077755
Norway,NOR,1983,2085376
Norway,NOR,1984,2092227
Norway,NOR,1985,2099236
Norway,NOR,1986,2107159
Norway,NOR,1987,2116816
Norway,NOR,1988,2127350
Norway,NOR,1989,2136220
Norway,NOR,1990,2144295
Norway,NOR,1991,2154476
Norway,NOR,1992,2166414
Norway,NOR,1993,2179379
Norway,NOR,1994,2192081
Norway,NOR,1995,2203579
Norway,NOR,1996,2214784
Norway,NOR,1997,2226432
Norway,NOR,1998,2239025
Norway,NOR,1999,2253475
Norway,NOR,2000,2266704
Norway,NOR,2001,2277094
Norway,NOR,2002,2289051
Norway,NOR,2003,2302181
Norway,NOR,2004,2315262
Norway,NOR,2005,2330181
Norway,NOR,2006,2346699
Norway,NOR,2007,2366354
Norway,NOR,2008,2390823
Norway,NOR,2009,2417820
Norway,NOR,2010,2445457
Norway,NOR,2011,2473213
Norway,NOR,2012,2501169
Norway,NOR,2013,2528531
Norway,NOR,2014,2554323
Norway,NOR,2015,2577878
Norway,NOR,2016,2598922
Norway,NOR,2017,2618084
Norway,NOR,2018,2635057
Norway,NOR,2019,2651994
Norway,NOR,2020,2666489
Norway,NOR,2021,2679892
Norway,NOR,2022,2705539
Norway,NOR,2023,2738249
Pakistan,PAK,1950,16336360
Pakistan,PAK,1951,16687547
Pakistan,PAK,1952,17068607
Pakistan,PAK,1953,17477567
Pakistan,PAK,1954,17913424
Pakistan,PAK,1955,18374550
Pakistan,PAK,1956,18861270
Pakistan,PAK,1957,19374273
Pakistan,PAK,1958,19914001
Pakistan,PAK,1959,20480568
Pakistan,PAK,1960,21061285
Pakistan,PAK,1961,21639877
Pakistan,PAK,1962,22229332
Pakistan,PAK,1963,22847330
Pakistan,PAK,1964,23497526
Pakistan,PAK,1965,24177475
Pakistan,PAK,1966,24887982
Pakistan,PAK,1967,25633084
Pakistan,PAK,1968,26409180
Pakistan,PAK,1969,27213382
Pakistan,PAK,1970,28045832
Pakistan,PAK,1971,28882982
Pakistan,PAK,1972,29747896
Pakistan,PAK,1973,30668968
Pakistan,PAK,1974,31628650
Pakistan,PAK,1975,32635585
Pakistan,PAK,1976,33700256
Pakistan,PAK,1977,34826386
Pakistan,PAK,1978,36015720
Pakistan,PAK,1979,37352523
Pakistan,PAK,1980,38996170
Pakistan,PAK,1981,40749173
Pakistan,PAK,1982,42389989
Pakistan,PAK,1983,43955311
Pakistan,PAK,1984,45442558
Pakistan,PAK,1985,46990729
Pakistan,PAK,1986,48659553
Pakistan,PAK,1987,50399288
Pakistan,PAK,1988,52175225
Pakistan,PAK,1989,53954676
Pakistan,PAK,1990,55815646
Pakistan,PAK,1991,57717464
Pakistan,PAK,1992,59485508
Pakistan,PAK,1993,61240390
Pakistan,PAK,1994,63081214
Pakistan,PAK,1995,64975027
Pakistan,PAK,1996,66923701
Pakistan,PAK,1997,68873952
Pakistan,PAK,1998,70836650
Pakistan,PAK,1999,72822835
Pakistan,PAK,2000,74915312
Pakistan,PAK,2001,77047542
Pakistan,PAK,2002,79032156
Pakistan,PAK,2003,80988807
Pakistan,PAK,2004,83048050
Pakistan,PAK,2005,85106296
Pakistan,PAK,2006,87212758
Pakistan,PAK,2007,89618073
Pakistan,PAK,2008,92123044
Pakistan,PAK,2009,94570103
Pakistan,PAK,2010,97004734
Pakistan,PAK,2011,99266463
Pakistan,PAK,2012,101238736
Pakistan,PAK,2013,102956662
Pakistan,PAK,2014,104568521
Pakistan,PAK,2015,106099597
Pakistan,PAK,2016,107541711
Pakistan,PAK,2017,109126600
Pakistan,PAK,2018,110970026
Pakistan,PAK,2019,112921196
Pakistan,PAK,2020,115047723
Pakistan,PAK,2021,117358452
Pakistan,PAK,2022,119632265
Pakistan,PAK,2023,121773250
Palestine,PSE,1950,456306
Palestine,PSE,1951,461575
Palestine,PSE,1952,467274
Palestine,PSE,1953,473398
Palestine,PSE,1954,479953
Palestine,PSE,1955,486959
Palestine,PSE,1956,494391
Palestine,PSE,1957,502276
Palestine,PSE,1958,510632
Palestine,PSE,1959,519409
Palestine,PSE,1960,528559
Palestine,PSE,1961,537992
Palestine,PSE,1962,547647
Palestine,PSE,1963,557122
Palestine,PSE,1964,564132
Palestine,PSE,1965,567853
Palestine,PSE,1966,567773
Palestine,PSE,1967,563186
Palestine,PSE,1968,556795
Palestine,PSE,1969,552720
Palestine,PSE,1970,554479
Palestine,PSE,1971,563455
Palestine,PSE,1972,578744
Palestine,PSE,1973,597362
Palestine,PSE,1974,616622
Palestine,PSE,1975,635541
Palestine,PSE,1976,653886
Palestine,PSE,1977,671827
Palestine,PSE,1978,689996
Palestine,PSE,1979,709056
Palestine,PSE,1980,729251
Palestine,PSE,1981,750748
Palestine,PSE,1982,774507
Palestine,PSE,1983,802942
Palestine,PSE,1984,837315
Palestine,PSE,1985,865136
Palestine,PSE,1986,886700
Palestine,PSE,1987,929753
Palestine,PSE,1988,979293
Palestine,PSE,1989,1017798
Palestine,PSE,1990,1058809
Palestine,PSE,1991,1102916
Palestine,PSE,1992,1149888
Palestine,PSE,1993,1199182
Palestine,PSE,1994,1250270
Palestine,PSE,1995,1302968
Palestine,PSE,1996,1357076
Palestine,PSE,1997,1412367
Palestine,PSE,1998,1463683
Palestine,PSE,1999,1510838
Palestine,PSE,2000,1559112
Palestine,PSE,2001,1605885
Palestine,PSE,2002,1648781
Palestine,PSE,2003,1689956
Palestine,PSE,2004,1731838
Palestine,PSE,2005,1775742
Palestine,PSE,2006,1821808
Palestine,PSE,2007,1869470
Palestine,PSE,2008,1917431
Palestine,PSE,2009,1965491
Palestine,PSE,2010,2015291
Palestine,PSE,2011,2066698
Palestine,PSE,2012,2118387
Palestine,PSE,2013,2170361
Palestine,PSE,2014,2222948
Palestine,PSE,2015,2277832
Palestine,PSE,2016,2334919
Palestine,PSE,2017,2390143
Palestine,PSE,2018,2443097
Palestine,PSE,2019,2495771
Palestine,PSE,2020,2550970
Palestine,PSE,2021,2608202
Palestine,PSE,2022,2667505
Palestine,PSE,2023,2720894
Peru,PER,1950,3821026
Peru,PER,1951,3929104
Peru,PER,1952,4040584
Peru,PER,1953,4154646
Peru,PER,1954,4271816
Peru,PER,1955,4393149
Peru,PER,1956,4518891
Peru,PER,1957,4649166
Peru,PER,1958,4784150
Peru,PER,1959,4924204
Peru,PER,1960,5069364
Peru,PER,1961,5219659
Peru,PER,1962,5373408
Peru,PER,1963,5530414
Peru,PER,1964,5691465
Peru,PER,1965,5855954
Peru,PER,1966,6023882
Peru,PER,1967,6195301
Peru,PER,1968,6370592
Peru,PER,1969,6549819
Peru,PER,1970,6713186
Peru,PER,1971,6877053
Peru,PER,1972,7059213
Peru,PER,1973,7245884
Peru,PER,1974,7438149
Peru,PER,1975,7632750
Peru,PER,1976,7830037
Peru,PER,1977,8031362
Peru,PER,1978,8237943
Peru,PER,1979,8449571
Peru,PER,1980,8664924
Peru,PER,1981,8883845
Peru,PER,1982,9108083
Peru,PER,1983,9338757
Peru,PER,1984,9575001
Peru,PER,1985,9813617
Peru,PER,1986,10049353
Peru,PER,1987,10283227
Peru,PER,1988,10520766
Peru,PER,1989,10761395
Peru,PER,1990,11004227
Peru,PER,1991,11240128
Peru,PER,1992,11472728
Peru,PER,1993,11707451
Peru,PER,1994,11940817
Peru,PER,1995,12172491
Peru,PER,1996,12401104
Peru,PER,1997,12630188
Peru,PER,1998,12860216
Peru,PER,1999,13082450
Peru,PER,2000,13285713
Peru,PER,2001,13465606
Peru,PER,2002,13624028
Peru,PER,2003,13766969
Peru,PER,2004,13900202
Peru,PER,2005,14022216
Peru,PER,2006,14130999
Peru,PER,2007,14230902
Peru,PER,2008,14329717
Peru,PER,2009,14431212
Peru,PER,2010,14537710
Peru,PER,2011,14657127
Peru,PER,2012,14789398
Peru,PER,2013,14931658
Peru,PER,2014,15087791
Peru,PER,2015,15263950
Peru,PER,2016,15470933
Peru,PER,2017,15702724
Peru,PER,2018,15993826
Peru,PER,2019,16274455
Peru,PER,2020,16482006
Peru,PER,2021,16657800
Peru,PER,2022,16823637
Peru,PER,2023,17010171
Philippines,PHL,1950,9405341
Philippines,PHL,1951,9757592
Philippines,PHL,1952,10130185
Philippines,PHL,1953,10523713
Philippines,PHL,1954,10939737
Philippines,PHL,1955,11378802
Philippines,PHL,1956,11840610
Philippines,PHL,1957,12324481
Philippines,PHL,1958,12826308
Philippines,PHL,1959,13346969
Philippines,PHL,1960,13827349
Philippines,PHL,1961,14266247
Philippines,PHL,1962,14720309
Philippines,PHL,1963,15184399
Philippines,PHL,1964,15656922
Philippines,PHL,1965,16136763
Philippines,PHL,1966,16621860
Philippines,PHL,1967,17113671
Philippines,PHL,1968,17612477
Philippines,PHL,1969,18114482
Philippines,PHL,1970,18609478
Philippines,PHL,1971,19072104
Philippines,PHL,1972,19533559
Philippines,PHL,1973,19993497
Philippines,PHL,1974,20452845
Philippines,PHL,1975,20945287
Philippines,PHL,1976,21486742
Philippines,PHL,1977,22070796
Philippines,PHL,1978,22677368
Philippines,PHL,1979,23296501
Philippines,PHL,1980,23921546
Philippines,PHL,1981,24562706
Philippines,PHL,1982,25249642
Philippines,PHL,1983,25993728
Philippines,PHL,1984,26755714
Philippines,PHL,1985,27494703
Philippines,PHL,1986,28218807
Philippines,PHL,1987,28982646
Philippines,PHL,1988,29774955
Philippines,PHL,1989,30538901
Philippines,PHL,1990,31327686
Philippines,PHL,1991,32084719
Philippines,PHL,1992,32847408
Philippines,PHL,1993,33639698
Philippines,PHL,1994,34394816
Philippines,PHL,1995,35167837
Philippines,PHL,1996,35983563
Philippines,PHL,1997,36836255
Philippines,PHL,1998,37746483
Philippines,PHL,1999,38696566
Philippines,PHL,2000,39617862
Philippines,PHL,2001,40490411
Philippines,PHL,2002,41327366
Philippines,PHL,2003,42162748
Philippines,PHL,2004,42998907
Philippines,PHL,2005,43816639
Philippines,PHL,2006,44591095
Philippines,PHL,2007,45398890
Philippines,PHL,2008,46229387
Philippines,PHL,2009,47090211
Philippines,PHL,2010,48044637
Philippines,PHL,2011,48977030
Philippines,PHL,2012,49910856
Philippines,PHL,2013,50832020
Philippines,PHL,2014,51672023
Philippines,PHL,2015,52476447
Philippines,PHL,2016,53242091
Philippines,PHL,2017,53999407
Philippines,PHL,2018,54754963
Philippines,PHL,2019,55506898
Philippines,PHL,2020,56175775
Philippines,PHL,2021,56681257
Philippines,PHL,2022,57115095
Philippines,PHL,2023,57580390
Poland,POL,1950,12966520
Poland,POL,1951,13181785
Poland,POL,1952,13399018
Poland,POL,1953,13617721
Poland,POL,1954,13842187
Poland,POL,1955,14070569
Poland,POL,1956,14297439
Poland,POL,1957,14550051
Poland,POL,1958,14817058
Poland,POL,1959,15055480
Poland,POL,1960,15271816
Poland,POL,1961,15468668
Poland,POL,1962,15642791
Poland,POL,1963,15806197
Poland,POL,1964,15961993
Poland,POL,1965,16105938
Poland,POL,1966,16243422
Poland,POL,1967,16372514
Poland,POL,1968,16496985
Poland,POL,1969,16620145
Poland,POL,1970,16732746
Poland,POL,1971,16847928
Poland,POL,1972,16980170
Poland,POL,1973,17122086
Poland,POL,1974,17272300
Poland,POL,1975,17428037
Poland,POL,1976,17591586
Poland,POL,1977,17758596
Poland,POL,1978,17915148
Poland,POL,1979,18076379
Poland,POL,1980,18243085
Poland,POL,1981,18407650
Poland,POL,1982,18575180
Poland,POL,1983,18744653
Poland,POL,1984,18909910
Poland,POL,1985,19056853
Poland,POL,1986,19184017
Poland,POL,1987,19293154
Poland,POL,1988,19377407
Poland,POL,1989,19448844
Poland,POL,1990,19516850
Poland,POL,1991,19576208
Poland,POL,1992,19627758
Poland,POL,1993,19667916
Poland,POL,1994,19701284
Poland,POL,1995,19720495
Poland,POL,1996,19725732
Poland,POL,1997,19728076
Poland,POL,1998,19725928
Poland,POL,1999,19719316
Poland,POL,2000,19715645
Poland,POL,2001,19716274
Poland,POL,2002,19713681
Poland,POL,2003,19707183
Poland,POL,2004,19696833
Poland,POL,2005,19683943
Poland,POL,2006,19668734
Poland,POL,2007,19657116
Poland,POL,2008,19654905
Poland,POL,2009,19704518
Poland,POL,2010,19736538
Poland,POL,2011,19713989
Poland,POL,2012,19711106
Poland,POL,2013,19714716
Poland,POL,2014,19714989
Poland,POL,2015,19712553
Poland,POL,2016,19707899
Poland,POL,2017,19700231
Poland,POL,2018,19689192
Poland,POL,2019,19677277
Poland,POL,2020,19652231
Poland,POL,2021,19596378
Poland,POL,2022,19781728
Poland,POL,2023,19978164
Portugal,PRT,1950,4371959
Portugal,PRT,1951,4401725
Portugal,PRT,1952,4428159
Portugal,PRT,1953,4454963
Portugal,PRT,1954,4479638
Portugal,PRT,1955,4505468
Portugal,PRT,1956,4529144
Portugal,PRT,1957,4551769
Portugal,PRT,1958,4579653
Portugal,PRT,1959,4606653
Portugal,PRT,1960,4625731
Portugal,PRT,1961,4635294
Portugal,PRT,1962,4640634
Portugal,PRT,1963,4643599
Portugal,PRT,1964,4644024
Portugal,PRT,1965,4642917
Portugal,PRT,1966,4636828
Portugal,PRT,1967,4626524
Portugal,PRT,1968,4611702
Portugal,PRT,1969,4587560
Portugal,PRT,1970,4549709
Portugal,PRT,1971,4557850
Portugal,PRT,1972,4617993
Portugal,PRT,1973,4674860
Portugal,PRT,1974,4730423
Portugal,PRT,1975,4787982
Portugal,PRT,1976,4848076
Portugal,PRT,1977,4908191
Portugal,PRT,1978,4963260
Portugal,PRT,1979,5012991
Portugal,PRT,1980,5060640
Portugal,PRT,1981,5096654
Portugal,PRT,1982,5120643
Portugal,PRT,1983,5140043
Portugal,PRT,1984,5155625
Portugal,PRT,1985,5167097
Portugal,PRT,1986,5174151
Portugal,PRT,1987,5178837
Portugal,PRT,1988,5180687
Portugal,PRT,1989,5180060
Portugal,PRT,1990,5175181
Portugal,PRT,1991,5166223
Portugal,PRT,1992,5163249
Portugal,PRT,1993,5170234
Portugal,PRT,1994,5183488
Portugal,PRT,1995,5199509
Portugal,PRT,1996,5216593
Portugal,PRT,1997,5237399
Portugal,PRT,1998,5261212
Portugal,PRT,1999,5287914
Portugal,PRT,2000,5320577
Portugal,PRT,2001,5354883
Portugal,PRT,2002,5387578
Portugal,PRT,2003,5414123
Portugal,PRT,2004,5432332
Portugal,PRT,2005,5447485
Portugal,PRT,2006,5462566
Portugal,PRT,2007,5479098
Portugal,PRT,2008,5494699
Portugal,PRT,2009,5509094
Portugal,PRT,2010,5518244
Portugal,PRT,2011,5514061
Portugal,PRT,2012,5498677
Portugal,PRT,2013,5479381
Portugal,PRT,2014,5460744
Portugal,PRT,2015,5447134
Portugal,PRT,2016,5436237
Portugal,PRT,2017,5429033
Portugal,PRT,2018,5428653
Portugal,PRT,2019,5436168
Portugal,PRT,2020,5443783
Portugal,PRT,2021,5445970
Portugal,PRT,2022,5454599
Portugal,PRT,2023,5461947
Puerto Rico,PRI,1950,1107847
Puerto Rico,PRI,1951,1118573
Puerto Rico,PRI,1952,1128073
Puerto Rico,PRI,1953,1136737
Puerto Rico,PRI,1954,1145089
Puerto Rico,PRI,1955,1153099
Puerto Rico,PRI,1956,1160643
Puerto Rico,PRI,1957,1167551
Puerto Rico,PRI,1958,1173975
Puerto Rico,PRI,1959,1180939
Puerto Rico,PRI,1960,1194109
Puerto Rico,PRI,1961,1214287
Puerto Rico,PRI,1962,1235849
Puerto Rico,PRI,1963,1257362
Puerto Rico,PRI,1964,1278734
Puerto Rico,PRI,1965,1299827
Puerto Rico,PRI,1966,1320620
Puerto Rico,PRI,1967,1340872
Puerto Rico,PRI,1968,1360070
Puerto Rico,PRI,1969,1377410
Puerto Rico,PRI,1970,1396317
Puerto Rico,PRI,1971,1419369
Puerto Rico,PRI,1972,1444005
Puerto Rico,PRI,1973,1468804
Puerto Rico,PRI,1974,1493721
Puerto Rico,PRI,1975,1519060
Puerto Rico,PRI,1976,1544947
Puerto Rico,PRI,1977,1571215
Puerto Rico,PRI,1978,1597738
Puerto Rico,PRI,1979,1624912
Puerto Rico,PRI,1980,1650627
Puerto Rico,PRI,1981,1673230
Puerto Rico,PRI,1982,1694033
Puerto Rico,PRI,1983,1713421
Puerto Rico,PRI,1984,1731677
Puerto Rico,PRI,1985,1748752
Puerto Rico,PRI,1986,1764691
Puerto Rico,PRI,1987,1780296
Puerto Rico,PRI,1988,1795699
Puerto Rico,PRI,1989,1810331
Puerto Rico,PRI,1990,1825747
Puerto Rico,PRI,1991,1843118
Puerto Rico,PRI,1992,1860974
Puerto Rico,PRI,1993,1878213
Puerto Rico,PRI,1994,1894553
Puerto Rico,PRI,1995,1910128
Puerto Rico,PRI,1996,1924984
Puerto Rico,PRI,1997,1939295
Puerto Rico,PRI,1998,1953180
Puerto Rico,PRI,1999,1966494
Puerto Rico,PRI,2000,1975195
Puerto Rico,PRI,2001,1977533
Puerto Rico,PRI,2002,1977190
Puerto Rico,PRI,2003,1975591
Puerto Rico,PRI,2004,1972520
Puerto Rico,PRI,2005,1968039
Puerto Rico,PRI,2006,1962617
Puerto Rico,PRI,2007,1956824
Puerto Rico,PRI,2008,1950659
Puerto Rico,PRI,2009,1944393
Puerto Rico,PRI,2010,1935112
Puerto Rico,PRI,2011,1920507
Puerto Rico,PRI,2012,1902960
Puerto Rico,PRI,2013,1884149
Puerto Rico,PRI,2014,1864461
Puerto Rico,PRI,2015,1843841
Puerto Rico,PRI,2016,1822139
Puerto Rico,PRI,2017,1771049
Puerto Rico,PRI,2018,1731377
Puerto Rico,PRI,2019,1732094
Puerto Rico,PRI,2020,1727668
Puerto Rico,PRI,2021,1717656
Puerto Rico,PRI,2022,1712690
Puerto Rico,PRI,2023,1714453
Romania,ROU,1950,8514502
Romania,ROU,1951,8623942
Romania,ROU,1952,8729423
Romania,ROU,1953,8830712
Romania,ROU,1954,8930673
Romania,ROU,1955,9029246
Romania,ROU,1956,9130352
Romania,ROU,1957,9221852
Romania,ROU,1958,9295861
Romania,ROU,1959,9361603
Romania,ROU,1960,9419854
Romania,ROU,1961,9470149
Romania,ROU,1962,9511303
Romania,ROU,1963,9546631
Romania,ROU,1964,9578658
Romania,ROU,1965,9605476
Romania,ROU,1966,9634202
Romania,ROU,1967,9746915
Romania,ROU,1968,9935640
Romania,ROU,1969,10114421
Romania,ROU,1970,10278326
Romania,ROU,1971,10429180
Romania,ROU,1972,10571476
Romania,ROU,1973,10704980
Romania,ROU,1974,10834942
Romania,ROU,1975,10965359
Romania,ROU,1976,11095337
Romania,ROU,1977,11201392
Romania,ROU,1978,11279085
Romania,ROU,1979,11349745
Romania,ROU,1980,11413289
Romania,ROU,1981,11469679
Romania,ROU,1982,11519128
Romania,ROU,1983,11561151
Romania,ROU,1984,11599058
Romania,ROU,1985,11636198
Romania,ROU,1986,11672716
Romania,ROU,1987,11710441
Romania,ROU,1988,11747689
Romania,ROU,1989,11786619
Romania,ROU,1990,11816246
Romania,ROU,1991,11825150
Romania,ROU,1992,11813232
Romania,ROU,1993,11784430
Romania,ROU,1994,11749149
Romania,ROU,1995,11709356
Romania,ROU,1996,11662012
Romania,ROU,1997,11607786
Romania,ROU,1998,11555671
Romania,ROU,1999,11506717
Romania,ROU,2000,11456383
Romania,ROU,2001,11403102
Romania,ROU,2002,11329911
Romania,ROU,2003,11232351
Romania,ROU,2004,11124968
Romania,ROU,2005,11017731
Romania,ROU,2006,10917522
Romania,ROU,2007,10824946
Romania,ROU,2008,10740542
Romania,ROU,2009,10663025
Romania,ROU,2010,10584865
Romania,ROU,2011,10502533
Romania,ROU,2012,10433147
Romania,ROU,2013,10377838
Romania,ROU,2014,10322682
Romania,ROU,2015,10266384
Romania,ROU,2016,10212930
Romania,ROU,2017,10163663
Romania,ROU,2018,10111902
Romania,ROU,2019,10057495
Romania,ROU,2020,9997046
Romania,ROU,2021,9923402
Romania,ROU,2022,9883446
Romania,ROU,2023,9858224
Russia,RUS,1950,58445019
Russia,RUS,1951,59116293
Russia,RUS,1952,59802023
Russia,RUS,1953,60510332
Russia,RUS,1954,61264597
Russia,RUS,1955,62062698
Russia,RUS,1956,62887193
Russia,RUS,1957,63749395
Russia,RUS,1958,64633429
Russia,RUS,1959,65432459
Russia,RUS,1960,66187228
Russia,RUS,1961,66957906
Russia,RUS,1962,67648323
Russia,RUS,1963,68254609
Russia,RUS,1964,68783963
Russia,RUS,1965,69228017
Russia,RUS,1966,69623865
Russia,RUS,1967,69977155
Russia,RUS,1968,70290651
Russia,RUS,1969,70599738
Russia,RUS,1970,70970253
Russia,RUS,1971,71348893
Russia,RUS,1972,71681352
Russia,RUS,1973,72010816
Russia,RUS,1974,72358259
Russia,RUS,1975,72756044
Russia,RUS,1976,73183235
Russia,RUS,1977,73606272
Russia,RUS,1978,74009113
Russia,RUS,1979,74374034
Russia,RUS,1980,74725132
Russia,RUS,1981,75056607
Russia,RUS,1982,75426300
Russia,RUS,1983,75913221
Russia,RUS,1984,76420930
Russia,RUS,1985,76911212
Russia,RUS,1986,77457121
Russia,RUS,1987,78032057
Russia,RUS,1988,78537700
Russia,RUS,1989,78902941
Russia,RUS,1990,79192020
Russia,RUS,1991,79399541
Russia,RUS,1992,79092880
Russia,RUS,1993,78662468
Russia,RUS,1994,78679634
Russia,RUS,1995,78745265
Russia,RUS,1996,78683685
Russia,RUS,1997,78592816
Russia,RUS,1998,78500900
Russia,RUS,1999,78331645
Russia,RUS,2000,78120571
Russia,RUS,2001,77898613
Russia,RUS,2002,77909620
Russia,RUS,2003,77935612
Russia,RUS,2004,77721890
Russia,RUS,2005,77529098
Russia,RUS,2006,77361141
Russia,RUS,2007,77284602
Russia,RUS,2008,77286937
Russia,RUS,2009,77328790
Russia,RUS,2010,77356161
Russia,RUS,2011,77390663
Russia,RUS,2012,77488040
Russia,RUS,2013,77617191
Russia,RUS,2014,77758419
Russia,RUS,2015,77938465
Russia,RUS,2016,78159046
Russia,RUS,2017,78341739
Russia,RUS,2018,78443724
Russia,RUS,2019,78488879
Russia,RUS,2020,78396006
Russia,RUS,2021,78089055
Russia,RUS,2022,77949413
Russia,RUS,2023,77905416
Senegal,SEN,1950,1304934
Senegal,SEN,1951,1335338
Senegal,SEN,1952,1367187
Senegal,SEN,1953,1400625
Senegal,SEN,1954,1435622
Senegal,SEN,1955,1472212
Senegal,SEN,1956,1510361
Senegal,SEN,1957,1549971
Senegal,SEN,1958,1591044
Senegal,SEN,1959,1633701
Senegal,SEN,1960,1677859
Senegal,SEN,1961,1723398
Senegal,SEN,1962,1770327
Senegal,SEN,1963,1818630
Senegal,SEN,1964,1868500
Senegal,SEN,1965,1920375
Senegal,SEN,1966,1974582
Senegal,SEN,1967,2031075
Senegal,SEN,1968,2089555
Senegal,SEN,1969,2149886
Senegal,SEN,1970,2212292
Senegal,SEN,1971,2276968
Senegal,SEN,1972,2344041
Senegal,SEN,1973,2413440
Senegal,SEN,1974,2484010
Senegal,SEN,1975,2554584
Senegal,SEN,1976,2625117
Senegal,SEN,1977,2694447
Senegal,SEN,1978,2763918
Senegal,SEN,1979,2836454
Senegal,SEN,1980,2912674
Senegal,SEN,1981,2992901
Senegal,SEN,1982,3076932
Senegal,SEN,1983,3164548
Senegal,SEN,1984,3255724
Senegal,SEN,1985,3350972
Senegal,SEN,1986,3450917
Senegal,SEN,1987,3554686
Senegal,SEN,1988,3660790
Senegal,SEN,1989,3769211
Senegal,SEN,1990,3880568
Senegal,SEN,1991,3993970
Senegal,SEN,1992,4108719
Senegal,SEN,1993,4224900
Senegal,SEN,1994,4341544
Senegal,SEN,1995,4457274
Senegal,SEN,1996,4571440
Senegal,SEN,1997,4685240
Senegal,SEN,1998,4800877
Senegal,SEN,1999,4920433
Senegal,SEN,2000,5044479
Senegal,SEN,2001,5172108
Senegal,SEN,2002,5300477
Senegal,SEN,2003,5426555
Senegal,SEN,2004,5552541
Senegal,SEN,2005,5680903
Senegal,SEN,2006,5811588
Senegal,SEN,2007,5945108
Senegal,SEN,2008,6082860
Senegal,SEN,2009,6225851
Senegal,SEN,2010,6373847
