Entity,Code,Year,Population - Sex: male - Age: all - Variant: estimates
Iceland,ISL,1966,98889
Iceland,ISL,1967,100532
Iceland,ISL,1968,101938
Iceland,ISL,1969,102871
Iceland,ISL,1970,103401
Iceland,ISL,1971,104222
Iceland,ISL,1972,105727
Iceland,ISL,1973,107335
Iceland,ISL,1974,108804
Iceland,ISL,1975,110169
Iceland,ISL,1976,111208
Iceland,ISL,1977,111977
Iceland,ISL,1978,112785
Iceland,ISL,1979,113867
Iceland,ISL,1980,115027
Iceland,ISL,1981,116303
Iceland,ISL,1982,117853
Iceland,ISL,1983,119332
Iceland,ISL,1984,120507
Iceland,ISL,1985,121389
Iceland,ISL,1986,122197
Iceland,ISL,1987,123511
Iceland,ISL,1988,125458
Iceland,ISL,1989,127003
Iceland,ISL,1990,127939
Iceland,ISL,1991,129350
Iceland,ISL,1992,130938
Iceland,ISL,1993,132289
Iceland,ISL,1994,133432
Iceland,ISL,1995,134125
Iceland,ISL,1996,134796
Iceland,ISL,1997,135865
Iceland,ISL,1998,137298
Iceland,ISL,1999,138915
Iceland,ISL,2000,140806
Iceland,ISL,2001,142698
Iceland,ISL,2002,143907
Iceland,ISL,2003,144882
Iceland,ISL,2004,146323
Iceland,ISL,2005,149237
Iceland,ISL,2006,153930
Iceland,ISL,2007,158772
Iceland,ISL,2008,161528
Iceland,ISL,2009,161053
Iceland,ISL,2010,160021
Iceland,ISL,2011,160237
Iceland,ISL,2012,160949
Iceland,ISL,2013,162421
Iceland,ISL,2014,164304
Iceland,ISL,2015,166280
Iceland,ISL,2016,169197
Iceland,ISL,2017,174360
Iceland,ISL,2018,180268
Iceland,ISL,2019,184938
Iceland,ISL,2020,188054
Iceland,ISL,2021,190983
Iceland,ISL,2022,194856
Iceland,ISL,2023,198439
India,IND,1950,177866749
India,IND,1951,181867521
India,IND,1952,186091025
India,IND,1953,190411808
India,IND,1954,194907912
India,IND,1955,199634053
India,IND,1956,204503704
India,IND,1957,209327288
India,IND,1958,214294167
India,IND,1959,219547424
India,IND,1960,224897762
India,IND,1961,230447353
India,IND,1962,236052750
India,IND,1963,241706789
India,IND,1964,247474637
India,IND,1965,253125782
India,IND,1966,258584129
India,IND,1967,264192795
India,IND,1968,269901347
India,IND,1969,275587955
India,IND,1970,281785461
India,IND,1971,288103705
India,IND,1972,294479842
India,IND,1973,301203108
India,IND,1974,308263242
India,IND,1975,315742312
India,IND,1976,323365536
India,IND,1977,331199080
India,IND,1978,338986459
India,IND,1979,347037466
India,IND,1980,355512994
India,IND,1981,364008143
India,IND,1982,372616976
India,IND,1983,381443628
India,IND,1984,390484740
India,IND,1985,399637320
India,IND,1986,408901980
India,IND,1987,418255951
India,IND,1988,427700590
India,IND,1989,437296118
India,IND,1990,447021578
India,IND,1991,456777992
India,IND,1992,466595265
India,IND,1993,476502891
India,IND,1994,486384161
India,IND,1995,496344704
India,IND,1996,506445343
India,IND,1997,516593456
India,IND,1998,526785195
India,IND,1999,536988169
India,IND,2000,547253441
India,IND,2001,557645077
India,IND,2002,567873059
India,IND,2003,577829972
India,IND,2004,587765473
India,IND,2005,597426188
India,IND,2006,606815983
India,IND,2007,615977572
India,IND,2008,624851765
India,IND,2009,633887202
India,IND,2010,643098080
India,IND,2011,652190188
India,IND,2012,661116672
India,IND,2013,669876677
India,IND,2014,678266111
India,IND,2015,686298734
India,IND,2016,694417092
India,IND,2017,702419091
India,IND,2018,710050158
India,IND,2019,717351062
India,IND,2020,724175470
India,IND,2021,729924107
India,IND,2022,735531456
India,IND,2023,741883258
Indonesia,IDN,1950,34175208
Indonesia,IDN,1951,34921717
Indonesia,IDN,1952,35720200
Indonesia,IDN,1953,36568980
Indonesia,IDN,1954,37469963
Indonesia,IDN,1955,38424922
Indonesia,IDN,1956,39431178
Indonesia,IDN,1957,40487678
Indonesia,IDN,1958,41588656
Indonesia,IDN,1959,42737431
Indonesia,IDN,1960,43939872
Indonesia,IDN,1961,45189005
Indonesia,IDN,1962,46484933
Indonesia,IDN,1963,47827946
Indonesia,IDN,1964,49223085
Indonesia,IDN,1965,50444821
Indonesia,IDN,1966,51607152
Indonesia,IDN,1967,52964945
Indonesia,IDN,1968,54420119
Indonesia,IDN,1969,55947252
Indonesia,IDN,1970,57510445
Indonesia,IDN,1971,59090197
Indonesia,IDN,1972,60684032
Indonesia,IDN,1973,62299596
Indonesia,IDN,1974,63924394
Indonesia,IDN,1975,65560536
Indonesia,IDN,1976,67218073
Indonesia,IDN,1977,68893199
Indonesia,IDN,1978,70603018
Indonesia,IDN,1979,72349123
Indonesia,IDN,1980,74117306
Indonesia,IDN,1981,75899885
Indonesia,IDN,1982,77702588
Indonesia,IDN,1983,79523570
Indonesia,IDN,1984,81347151
Indonesia,IDN,1985,83134840
Indonesia,IDN,1986,84858262
Indonesia,IDN,1987,86549351
Indonesia,IDN,1988,88246626
Indonesia,IDN,1989,89946117
Indonesia,IDN,1990,91622836
Indonesia,IDN,1991,93292559
Indonesia,IDN,1992,94958352
Indonesia,IDN,1993,96620151
Indonesia,IDN,1994,98294848
Indonesia,IDN,1995,99977589
Indonesia,IDN,1996,101670730
Indonesia,IDN,1997,103370364
Indonesia,IDN,1998,105047414
Indonesia,IDN,1999,106665885
Indonesia,IDN,2000,108231129
Indonesia,IDN,2001,109769637
Indonesia,IDN,2002,111293089
Indonesia,IDN,2003,112801380
Indonesia,IDN,2004,114274956
Indonesia,IDN,2005,115781568
Indonesia,IDN,2006,117351071
Indonesia,IDN,2007,118935478
Indonesia,IDN,2008,120510951
Indonesia,IDN,2009,122069951
Indonesia,IDN,2010,123641333
Indonesia,IDN,2011,125252613
Indonesia,IDN,2012,126895697
Indonesia,IDN,2013,128498716
Indonesia,IDN,2014,130033010
Indonesia,IDN,2015,131513677
Indonesia,IDN,2016,132946472
Indonesia,IDN,2017,134322385
Indonesia,IDN,2018,135637609
Indonesia,IDN,2019,136916977
Indonesia,IDN,2020,138073251
Indonesia,IDN,2021,139031451
Indonesia,IDN,2022,140070495
Indonesia,IDN,2023,141255773
Iran,IRN,1950,8406412
Iran,IRN,1951,8620245
Iran,IRN,1952,8840763
Iran,IRN,1953,9067045
Iran,IRN,1954,9300963
Iran,IRN,1955,9548705
Iran,IRN,1956,9811579
Iran,IRN,1957,10084610
Iran,IRN,1958,10366950
Iran,IRN,1959,10670206
Iran,IRN,1960,10995834
Iran,IRN,1961,11337828
Iran,IRN,1962,11694092
Iran,IRN,1963,12065441
Iran,IRN,1964,12453653
Iran,IRN,1965,12857828
Iran,IRN,1966,13271401
Iran,IRN,1967,13687791
Iran,IRN,1968,14107841
Iran,IRN,1969,14539703
Iran,IRN,1970,14988546
Iran,IRN,1971,15443905
Iran,IRN,1972,15903518
Iran,IRN,1973,16376577
Iran,IRN,1974,16868831
Iran,IRN,1975,17394170
Iran,IRN,1976,17933978
Iran,IRN,1977,18500103
Iran,IRN,1978,19116636
Iran,IRN,1979,19782457
Iran,IRN,1980,20500877
Iran,IRN,1981,21670992
Iran,IRN,1982,22902216
Iran,IRN,1983,23770336
Iran,IRN,1984,24639160
Iran,IRN,1985,25524042
Iran,IRN,1986,26438829
Iran,IRN,1987,27347333
Iran,IRN,1988,28192379
Iran,IRN,1989,28988496
Iran,IRN,1990,29816066
Iran,IRN,1991,30609779
Iran,IRN,1992,31197798
Iran,IRN,1993,31295338
Iran,IRN,1994,31341460
Iran,IRN,1995,31671321
Iran,IRN,1996,31995995
Iran,IRN,1997,32360984
Iran,IRN,1998,32786217
Iran,IRN,1999,33234119
Iran,IRN,2000,33706227
Iran,IRN,2001,34208667
Iran,IRN,2002,34476484
Iran,IRN,2003,34911986
Iran,IRN,2004,35781541
Iran,IRN,2005,36700654
Iran,IRN,2006,37608745
Iran,IRN,2007,38249027
Iran,IRN,2008,38662382
Iran,IRN,2009,39096911
Iran,IRN,2010,39544583
Iran,IRN,2011,39994681
Iran,IRN,2012,40473407
Iran,IRN,2013,40996660
Iran,IRN,2014,41544503
Iran,IRN,2015,42109308
Iran,IRN,2016,42709543
Iran,IRN,2017,43317272
Iran,IRN,2018,43861796
Iran,IRN,2019,44325039
Iran,IRN,2020,44652498
Iran,IRN,2021,45006117
Iran,IRN,2022,45529147
Iran,IRN,2023,46061597
Ireland,IRL,1950,1481768
Ireland,IRL,1951,1493591
Ireland,IRL,1952,1494669
Ireland,IRL,1953,1486688
Ireland,IRL,1954,1477981
Ireland,IRL,1955,1468130
Ireland,IRL,1956,1458290
Ireland,IRL,1957,1449112
Ireland,IRL,1958,1439603
Ireland,IRL,1959,1430040
Ireland,IRL,1960,1422278
Ireland,IRL,1961,1419670
Ireland,IRL,1962,1422741
Ireland,IRL,1963,1428512
Ireland,IRL,1964,1435606
Ireland,IRL,1965,1443464
Ireland,IRL,1966,1451197
Ireland,IRL,1967,1459522
Ireland,IRL,1968,1468285
Ireland,IRL,1969,1477078
Ireland,IRL,1970,1487103
Ireland,IRL,1971,1502980
Ireland,IRL,1972,1525429
Ireland,IRL,1973,1549510
Ireland,IRL,1974,1573788
Ireland,IRL,1975,1598214
Ireland,IRL,1976,1622807
Ireland,IRL,1977,1647926
Ireland,IRL,1978,1673782
Ireland,IRL,1979,1696585
Ireland,IRL,1980,1715607
Ireland,IRL,1981,1731416
Ireland,IRL,1982,1743180
Ireland,IRL,1983,1752597
Ireland,IRL,1984,1760315
Ireland,IRL,1985,1766333
Ireland,IRL,1986,1769548
Ireland,IRL,1987,1766044
Ireland,IRL,1988,1754838
Ireland,IRL,1989,1745615
Ireland,IRL,1990,1747128
Ireland,IRL,1991,1757894
Ireland,IRL,1992,1770260
Ireland,IRL,1993,1778892
Ireland,IRL,1994,1784591
Ireland,IRL,1995,1793419
Ireland,IRL,1996,1806768
Ireland,IRL,1997,1823513
Ireland,IRL,1998,1843170
Ireland,IRL,1999,1864544
Ireland,IRL,2000,1890200
Ireland,IRL,2001,1920524
Ireland,IRL,2002,1952281
Ireland,IRL,2003,1984707
Ireland,IRL,2004,2024187
Ireland,IRL,2005,2073938
Ireland,IRL,2006,2135333
Ireland,IRL,2007,2197280
Ireland,IRL,2008,2238298
Ireland,IRL,2009,2256165
Ireland,IRL,2010,2264426
Ireland,IRL,2011,2271308
Ireland,IRL,2012,2279137
Ireland,IRL,2013,2290167
Ireland,IRL,2014,2304896
Ireland,IRL,2015,2326424
Ireland,IRL,2016,2352634
Ireland,IRL,2017,2381347
Ireland,IRL,2018,2412973
Ireland,IRL,2019,2443398
Ireland,IRL,2020,2467162
Ireland,IRL,2021,2489627
Ireland,IRL,2022,2530076
Ireland,IRL,2023,2572587
Isle of Man,IMN,1950,25709
Isle of Man,IMN,1951,25687
Isle of Man,IMN,1952,25458
Isle of Man,IMN,1953,25154
Isle of Man,IMN,1954,24827
Isle of Man,IMN,1955,24479
Isle of Man,IMN,1956,24109
Isle of Man,IMN,1957,23711
Isle of Man,IMN,1958,23302
Isle of Man,IMN,1959,22884
Isle of Man,IMN,1960,22441
Isle of Man,IMN,1961,22224
Isle of Man,IMN,1962,22339
Isle of Man,IMN,1963,22578
Isle of Man,IMN,1964,22822
Isle of Man,IMN,1965,23067
Isle of Man,IMN,1966,23422
Isle of Man,IMN,1967,23961
Isle of Man,IMN,1968,24584
Isle of Man,IMN,1969,25243
Isle of Man,IMN,1970,25926
Isle of Man,IMN,1971,26550
Isle of Man,IMN,1972,27060
Isle of Man,IMN,1973,27542
Isle of Man,IMN,1974,28024
Isle of Man,IMN,1975,28468
Isle of Man,IMN,1976,28887
Isle of Man,IMN,1977,29310
Isle of Man,IMN,1978,29735
Isle of Man,IMN,1979,30175
Isle of Man,IMN,1980,30607
Isle of Man,IMN,1981,30883
Isle of Man,IMN,1982,30949
Isle of Man,IMN,1983,30934
Isle of Man,IMN,1984,30905
Isle of Man,IMN,1985,30847
Isle of Man,IMN,1986,31019
Isle of Man,IMN,1987,31497
Isle of Man,IMN,1988,32069
Isle of Man,IMN,1989,32652
Isle of Man,IMN,1990,33242
Isle of Man,IMN,1991,33719
Isle of Man,IMN,1992,34017
Isle of Man,IMN,1993,34260
Isle of Man,IMN,1994,34488
Isle of Man,IMN,1995,34684
Isle of Man,IMN,1996,35000
Isle of Man,IMN,1997,35465
Isle of Man,IMN,1998,35983
Isle of Man,IMN,1999,36507
Isle of Man,IMN,2000,37003
Isle of Man,IMN,2001,37484
Isle of Man,IMN,2002,37942
Isle of Man,IMN,2003,38380
Isle of Man,IMN,2004,38807
Isle of Man,IMN,2005,39227
Isle of Man,IMN,2006,39670
Isle of Man,IMN,2007,40159
Isle of Man,IMN,2008,40652
Isle of Man,IMN,2009,41159
Isle of Man,IMN,2010,41667
Isle of Man,IMN,2011,41936
Isle of Man,IMN,2012,41880
Isle of Man,IMN,2013,41768
Isle of Man,IMN,2014,41622
Isle of Man,IMN,2015,41460
Isle of Man,IMN,2016,41383
Isle of Man,IMN,2017,41468
Isle of Man,IMN,2018,41575
Isle of Man,IMN,2019,41648
Isle of Man,IMN,2020,41682
Isle of Man,IMN,2021,41691
Isle of Man,IMN,2022,41690
Isle of Man,IMN,2023,41701
Israel,ISR,1950,661994
Israel,ISR,1951,692376
Israel,ISR,1952,722589
Israel,ISR,1953,752536
Israel,ISR,1954,782254
Israel,ISR,1955,811851
Israel,ISR,1956,841288
Israel,ISR,1957,869987
Israel,ISR,1958,897917
Israel,ISR,1959,925291
Israel,ISR,1960,951687
Israel,ISR,1961,982907
Israel,ISR,1962,1024220
Israel,ISR,1963,1070899
Israel,ISR,1964,1118957
Israel,ISR,1965,1168247
Israel,ISR,1966,1218743
Israel,ISR,1967,1270372
Israel,ISR,1968,1322938
Israel,ISR,1969,1376307
Israel,ISR,1970,1430524
Israel,ISR,1971,1485630
Israel,ISR,1972,1535818
Israel,ISR,1973,1577327
Israel,ISR,1974,1615668
Israel,ISR,1975,1654557
Israel,ISR,1976,1694416
Israel,ISR,1977,1734928
Israel,ISR,1978,1775169
Israel,ISR,1979,1815284
Israel,ISR,1980,1855613
Israel,ISR,1981,1895969
Israel,ISR,1982,1936817
Israel,ISR,1983,1975088
Israel,ISR,1984,2012428
Israel,ISR,1985,2047860
Israel,ISR,1986,2078846
Israel,ISR,1987,2111971
Israel,ISR,1988,2146553
Israel,ISR,1989,2182936
Israel,ISR,1990,2261054
Israel,ISR,1991,2372301
Israel,ISR,1992,2456534
Israel,ISR,1993,2518111
Israel,ISR,1994,2580378
Israel,ISR,1995,2645312
Israel,ISR,1996,2714926
Israel,ISR,1997,2787727
Israel,ISR,1998,2858902
Israel,ISR,1999,2935766
Israel,ISR,2000,3017103
Israel,ISR,2001,3090556
Israel,ISR,2002,3153839
Israel,ISR,2003,3211258
Israel,ISR,2004,3267476
Israel,ISR,2005,3324082
Israel,ISR,2006,3382033
Israel,ISR,2007,3441267
Israel,ISR,2008,3501456
Israel,ISR,2009,3563760
Israel,ISR,2010,3629670
Israel,ISR,2011,3697306
Israel,ISR,2012,3766287
Israel,ISR,2013,3837741
Israel,ISR,2014,3912375
Israel,ISR,2015,3990891
Israel,ISR,2016,4070460
Israel,ISR,2017,4148077
Israel,ISR,2018,4224243
Israel,ISR,2019,4300115
Israel,ISR,2020,4373531
Israel,ISR,2021,4446563
Israel,ISR,2022,4528553
Israel,ISR,2023,4606903
Italy,ITA,1950,22542063
Italy,ITA,1951,22748611
Italy,ITA,1952,22894814
Italy,ITA,1953,23074048
Italy,ITA,1954,23266249
Italy,ITA,1955,23400475
Italy,ITA,1956,23520715
Italy,ITA,1957,23631992
Italy,ITA,1958,23750353
Italy,ITA,1959,23881024
Italy,ITA,1960,24013110
Italy,ITA,1961,24149471
Italy,ITA,1962,24322065
Italy,ITA,1963,24523827
Italy,ITA,1964,24750252
Italy,ITA,1965,24983746
Italy,ITA,1966,25205624
Italy,ITA,1967,25417956
Italy,ITA,1968,25608257
Italy,ITA,1969,25784243
Italy,ITA,1970,25951989
Italy,ITA,1971,26114817
Italy,ITA,1972,26292179
Italy,ITA,1973,26475697
Italy,ITA,1974,26652596
Italy,ITA,1975,26815361
Italy,ITA,1976,26951332
Italy,ITA,1977,27067128
Italy,ITA,1978,27166008
Italy,ITA,1979,27248658
Italy,ITA,1980,27408493
Italy,ITA,1981,27552456
Italy,ITA,1982,27584733
Italy,ITA,1983,27601874
Italy,ITA,1984,27617940
Italy,ITA,1985,27634722
Italy,ITA,1986,27640228
Italy,ITA,1987,27644199
Italy,ITA,1988,27657777
Italy,ITA,1989,27674693
Italy,ITA,1990,27694024
Italy,ITA,1991,27707910
Italy,ITA,1992,27724868
Italy,ITA,1993,27741239
Italy,ITA,1994,27823229
Italy,ITA,1995,27806793
Italy,ITA,1996,27714571
Italy,ITA,1997,27721360
Italy,ITA,1998,27723774
Italy,ITA,1999,27725010
Italy,ITA,2000,27734690
Italy,ITA,2001,27749453
Italy,ITA,2002,27809171
Italy,ITA,2003,27974452
Italy,ITA,2004,28201571
Italy,ITA,2005,28379144
Italy,ITA,2006,28494782
Italy,ITA,2007,28662007
Italy,ITA,2008,28874947
Italy,ITA,2009,29033654
Italy,ITA,2010,29148834
Italy,ITA,2011,29240978
Italy,ITA,2012,29330455
Italy,ITA,2013,29407587
Italy,ITA,2014,29425981
Italy,ITA,2015,29403014
Italy,ITA,2016,29391615
Italy,ITA,2017,29393683
Italy,ITA,2018,29379156
Italy,ITA,2019,29326485
Italy,ITA,2020,29229608
Italy,ITA,2021,29153420
Italy,ITA,2022,29109536
Italy,ITA,2023,29062450
Jamaica,JAM,1950,684012
Jamaica,JAM,1951,705857
Jamaica,JAM,1952,723195
Jamaica,JAM,1953,736594
Jamaica,JAM,1954,746586
Jamaica,JAM,1955,753960
Jamaica,JAM,1956,759667
Jamaica,JAM,1957,764634
Jamaica,JAM,1958,769820
Jamaica,JAM,1959,775630
Jamaica,JAM,1960,784893
Jamaica,JAM,1961,797453
Jamaica,JAM,1962,810236
Jamaica,JAM,1963,823313
Jamaica,JAM,1964,836595
Jamaica,JAM,1965,849479
Jamaica,JAM,1966,861706
Jamaica,JAM,1967,873512
Jamaica,JAM,1968,885048
Jamaica,JAM,1969,896756
Jamaica,JAM,1970,909253
Jamaica,JAM,1971,922443
Jamaica,JAM,1972,936333
Jamaica,JAM,1973,951289
Jamaica,JAM,1974,966327
Jamaica,JAM,1975,980609
Jamaica,JAM,1976,994186
Jamaica,JAM,1977,1007052
Jamaica,JAM,1978,1019512
Jamaica,JAM,1979,1032306
Jamaica,JAM,1980,1045958
Jamaica,JAM,1981,1060706
Jamaica,JAM,1982,1076504
Jamaica,JAM,1983,1092745
Jamaica,JAM,1984,1108323
Jamaica,JAM,1985,1121978
Jamaica,JAM,1986,1133244
Jamaica,JAM,1987,1142595
Jamaica,JAM,1988,1151102
Jamaica,JAM,1989,1159726
Jamaica,JAM,1990,1169301
Jamaica,JAM,1991,1180438
Jamaica,JAM,1992,1193314
Jamaica,JAM,1993,1207129
Jamaica,JAM,1994,1220904
Jamaica,JAM,1995,1234388
Jamaica,JAM,1996,1247465
Jamaica,JAM,1997,1260002
Jamaica,JAM,1998,1271687
Jamaica,JAM,1999,1282371
Jamaica,JAM,2000,1291947
Jamaica,JAM,2001,1300713
Jamaica,JAM,2002,1309202
Jamaica,JAM,2003,1317549
Jamaica,JAM,2004,1325566
Jamaica,JAM,2005,1333062
Jamaica,JAM,2006,1339961
Jamaica,JAM,2007,1346247
Jamaica,JAM,2008,1351956
Jamaica,JAM,2009,1357430
Jamaica,JAM,2010,1363048
Jamaica,JAM,2011,1368903
Jamaica,JAM,2012,1374780
Jamaica,JAM,2013,1380369
Jamaica,JAM,2014,1385350
Jamaica,JAM,2015,1389654
Jamaica,JAM,2016,1393192
Jamaica,JAM,2017,1395862
Jamaica,JAM,2018,1397658
Jamaica,JAM,2019,1398764
Jamaica,JAM,2020,1401941
Jamaica,JAM,2021,1404833
Jamaica,JAM,2022,1404994
Jamaica,JAM,2023,1404744
Japan,JPN,1950,41775382
Japan,JPN,1951,42501028
Japan,JPN,1952,43161154
Japan,JPN,1953,43772239
Japan,JPN,1954,44327012
Japan,JPN,1955,44844458
Japan,JPN,1956,45310389
Japan,JPN,1957,45700146
Japan,JPN,1958,46072511
Japan,JPN,1959,46462862
Japan,JPN,1960,46852993
Japan,JPN,1961,47274626
Japan,JPN,1962,47727442
Japan,JPN,1963,48197207
Japan,JPN,1964,48698361
Japan,JPN,1965,49237463
Japan,JPN,1966,49765088
Japan,JPN,1967,50351644
Japan,JPN,1968,51025480
Japan,JPN,1969,51692392
Japan,JPN,1970,52353783
Japan,JPN,1971,53041032
Japan,JPN,1972,53768451
Japan,JPN,1973,54509271
Japan,JPN,1974,55233780
Japan,JPN,1975,55900615
Japan,JPN,1976,56498033
Japan,JPN,1977,57042190
Japan,JPN,1978,57551283
Japan,JPN,1979,58030641
Japan,JPN,1980,58457796
Japan,JPN,1981,58778165
Japan,JPN,1982,59018234
Japan,JPN,1983,59242117
Japan,JPN,1984,59450621
Japan,JPN,1985,59664410
Japan,JPN,1986,59922656
Japan,JPN,1987,60202027
Japan,JPN,1988,60459187
Japan,JPN,1989,60683512
Japan,JPN,1990,60899142
Japan,JPN,1991,61128043
Japan,JPN,1992,61350862
Japan,JPN,1993,61555188
Japan,JPN,1994,61755716
Japan,JPN,1995,61926270
Japan,JPN,1996,62055718
Japan,JPN,1997,62178036
Japan,JPN,1998,62293452
Japan,JPN,1999,62391626
Japan,JPN,2000,62477072
Japan,JPN,2001,62563110
Japan,JPN,2002,62641636
Japan,JPN,2003,62699193
Japan,JPN,2004,62734679
Japan,JPN,2005,62743997
Japan,JPN,2006,62747819
Japan,JPN,2007,62759245
Japan,JPN,2008,62759008
Japan,JPN,2009,62742751
Japan,JPN,2010,62706105
Japan,JPN,2011,62641616
Japan,JPN,2012,62548777
Japan,JPN,2013,62437892
Japan,JPN,2014,62311507
Japan,JPN,2015,62204438
Japan,JPN,2016,62146732
Japan,JPN,2017,62094983
Japan,JPN,2018,62016413
Japan,JPN,2019,61908355
Japan,JPN,2020,61704212
Japan,JPN,2021,61379111
Japan,JPN,2022,61026470
Japan,JPN,2023,60699978
Jordan,JOR,1950,225768
Jordan,JOR,1951,242181
Jordan,JOR,1952,260110
Jordan,JOR,1953,279238
Jordan,JOR,1954,299443
Jordan,JOR,1955,320668
Jordan,JOR,1956,342849
Jordan,JOR,1957,365925
Jordan,JOR,1958,389628
Jordan,JOR,1959,413487
Jordan,JOR,1960,436861
Jordan,JOR,1961,459346
Jordan,JOR,1962,481235
Jordan,JOR,1963,503736
Jordan,JOR,1964,529712
Jordan,JOR,1965,562295
Jordan,JOR,1966,602619
Jordan,JOR,1967,650088
Jordan,JOR,1968,701908
Jordan,JOR,1969,753436
Jordan,JOR,1970,800539
Jordan,JOR,1971,841498
Jordan,JOR,1972,877181
Jordan,JOR,1973,909916
Jordan,JOR,1974,941398
Jordan,JOR,1975,972242
Jordan,JOR,1976,1002701
Jordan,JOR,1977,1034007
Jordan,JOR,1978,1067205
Jordan,JOR,1979,1103268
Jordan,JOR,1980,1144463
Jordan,JOR,1981,1191313
Jordan,JOR,1982,1243315
Jordan,JOR,1983,1299900
Jordan,JOR,1984,1360033
Jordan,JOR,1985,1423660
Jordan,JOR,1986,1490823
Jordan,JOR,1987,1561274
Jordan,JOR,1988,1635561
Jordan,JOR,1989,1715463
Jordan,JOR,1990,1873590
Jordan,JOR,1991,2047794
Jordan,JOR,1992,2167570
Jordan,JOR,1993,2291587
Jordan,JOR,1994,2410124
Jordan,JOR,1995,2513011
Jordan,JOR,1996,2595713
Jordan,JOR,1997,2661085
Jordan,JOR,1998,2716630
Jordan,JOR,1999,2768838
Jordan,JOR,2000,2820233
Jordan,JOR,2001,2872657
Jordan,JOR,2002,2928275
Jordan,JOR,2003,2989011
Jordan,JOR,2004,3058417
Jordan,JOR,2005,3132326
Jordan,JOR,2006,3336091
Jordan,JOR,2007,3540725
Jordan,JOR,2008,3621983
Jordan,JOR,2009,3697661
Jordan,JOR,2010,3775118
Jordan,JOR,2011,3867153
Jordan,JOR,2012,3919532
Jordan,JOR,2013,4133021
Jordan,JOR,2014,4557939
Jordan,JOR,2015,4951942
Jordan,JOR,2016,5188008
Jordan,JOR,2017,5302598
Jordan,JOR,2018,5417201
Jordan,JOR,2019,5522161
Jordan,JOR,2020,5618295
Jordan,JOR,2021,5718057
Jordan,JOR,2022,5812297
Jordan,JOR,2023,5903259
Kenya,KEN,1950,2900230
Kenya,KEN,1951,2956145
Kenya,KEN,1952,3020075
Kenya,KEN,1953,3089455
Kenya,KEN,1954,3165993
Kenya,KEN,1955,3251277
Kenya,KEN,1956,3345399
Kenya,KEN,1957,3449732
Kenya,KEN,1958,3561240
Kenya,KEN,1959,3681926
Kenya,KEN,1960,3815025
Kenya,KEN,1961,3958181
Kenya,KEN,1962,4110983
Kenya,KEN,1963,4272426
Kenya,KEN,1964,4442417
Kenya,KEN,1965,4622033
Kenya,KEN,1966,4809430
Kenya,KEN,1967,5003785
Kenya,KEN,1968,5205468
Kenya,KEN,1969,5413743
Kenya,KEN,1970,5626223
Kenya,KEN,1971,5834137
Kenya,KEN,1972,6040426
Kenya,KEN,1973,6252380
Kenya,KEN,1974,6467418
Kenya,KEN,1975,6685601
Kenya,KEN,1976,6905982
Kenya,KEN,1977,7138935
Kenya,KEN,1978,7388848
Kenya,KEN,1979,7649395
Kenya,KEN,1980,7925676
Kenya,KEN,1981,8214707
Kenya,KEN,1982,8514635
Kenya,KEN,1983,8832450
Kenya,KEN,1984,9164459
Kenya,KEN,1985,9505591
Kenya,KEN,1986,9853169
Kenya,KEN,1987,10207837
Kenya,KEN,1988,10574999
Kenya,KEN,1989,10952985
Kenya,KEN,1990,11337564
Kenya,KEN,1991,11712620
Kenya,KEN,1992,12078726
Kenya,KEN,1993,12444545
Kenya,KEN,1994,12814005
Kenya,KEN,1995,13187144
Kenya,KEN,1996,13560773
Kenya,KEN,1997,13942957
Kenya,KEN,1998,14339583
Kenya,KEN,1999,14765826
Kenya,KEN,2000,15224641
Kenya,KEN,2001,15717177
Kenya,KEN,2002,16226690
Kenya,KEN,2003,16742081
Kenya,KEN,2004,17276862
Kenya,KEN,2005,17822203
Kenya,KEN,2006,18379149
Kenya,KEN,2007,18947282
Kenya,KEN,2008,19533329
Kenya,KEN,2009,20135421
Kenya,KEN,2010,20730330
Kenya,KEN,2011,21308756
Kenya,KEN,2012,21871027
Kenya,KEN,2013,22416775
Kenya,KEN,2014,22944355
Kenya,KEN,2015,23456602
Kenya,KEN,2016,23976298
Kenya,KEN,2017,24499417
Kenya,KEN,2018,24995723
Kenya,KEN,2019,25485385
Kenya,KEN,2020,25983597
Kenya,KEN,2021,26473104
Kenya,KEN,2022,26980542
Kenya,KEN,2023,27517015
Lebanon,LBN,1950,678230
Lebanon,LBN,1951,697314
Lebanon,LBN,1952,717103
Lebanon,LBN,1953,737670
Lebanon,LBN,1954,759046
Lebanon,LBN,1955,781102
Lebanon,LBN,1956,803973
Lebanon,LBN,1957,827757
Lebanon,LBN,1958,851708
Lebanon,LBN,1959,876507
Lebanon,LBN,1960,902870
Lebanon,LBN,1961,931312
Lebanon,LBN,1962,961739
Lebanon,LBN,1963,992803
Lebanon,LBN,1964,1023583
Lebanon,LBN,1965,1053342
Lebanon,LBN,1966,1083615
Lebanon,LBN,1967,1113383
Lebanon,LBN,1968,1143738
Lebanon,LBN,1969,1175184
Lebanon,LBN,1970,1204694
Lebanon,LBN,1971,1235355
Lebanon,LBN,1972,1267673
Lebanon,LBN,1973,1299889
Lebanon,LBN,1974,1331622
Lebanon,LBN,1975,1359055
Lebanon,LBN,1976,1369440
Lebanon,LBN,1977,1382583
Lebanon,LBN,1978,1412126
Lebanon,LBN,1979,1441237
